sgRNA_sequence,Ga_chimeric,Repository_page_link,Vector_type,tTA_TEV,Status_Milestone_cDNA,oGPCR_Uni,Name,Status_Milestone_CRISPR,Promoter,Presto_protease,Vector_page_link,Empty,Chimeric_Uni,Repository,Gene,Data_page_link,Vector_ID,Vector_backbone_id,oGPCR,Tag,RRID,id,pharosReady
not applicable,null,https://www.addgene.org/140975/,cDNA,null,null,null,pcDNA5/FRT/TO-GAlphai3-RLuc8,null,CMV,null,not applicable,No,null,addgene,GPR101,https://www.nature.com/articles/s41589-020-0535-8,addgene140975,pcDNA5,null,not applicable,null,https://repo.metadatacenter.org/template-instances/08b0b836-caaa-4dce-b6b2-88961a64eac2,true
not applicable,null,https://www.addgene.org/140975/,cDNA,null,null,null,pcDNA5/FRT/TO-GAlphai3-RLuc8,null,CMV,null,not applicable,No,null,addgene,GPR12,https://www.nature.com/articles/s41589-020-0535-8,addgene140975,pcDNA5,null,not applicable,null,https://repo.metadatacenter.org/template-instances/9040258a-b61a-46de-82cf-1c4be33680ab,true
not applicable,null,https://www.addgene.org/140975/,cDNA,null,null,null,pcDNA5/FRT/TO-GAlphai3-RLuc8,null,CMV,null,not applicable,No,null,addgene,GPR135,https://www.nature.com/articles/s41589-020-0535-8,addgene140975,pcDNA5,null,not applicable,null,https://repo.metadatacenter.org/template-instances/298173e8-7464-429f-8ad7-727798182ad4,true
not applicable,null,https://www.addgene.org/140975/,cDNA,null,null,null,pcDNA5/FRT/TO-GAlphai3-RLuc8,null,CMV,null,not applicable,No,null,addgene,GPR137,https://www.nature.com/articles/s41589-020-0535-8,addgene140975,pcDNA5,null,not applicable,null,https://repo.metadatacenter.org/template-instances/a3986335-bb17-49ab-8783-01e4ceb843bf,true
not applicable,null,https://www.addgene.org/140975/,cDNA,null,null,null,pcDNA5/FRT/TO-GAlphai3-RLuc8,null,CMV,null,not applicable,No,null,addgene,GPR139,https://www.nature.com/articles/s41589-020-0535-8,addgene140975,pcDNA5,null,not applicable,null,https://repo.metadatacenter.org/template-instances/d7d6d94f-95af-4a3e-aac9-2f9f1656eef7,true
not applicable,null,https://www.addgene.org/140975/,cDNA,null,null,null,pcDNA5/FRT/TO-GAlphai3-RLuc8,null,CMV,null,not applicable,No,null,addgene,GPR141,https://www.nature.com/articles/s41589-020-0535-8,addgene140975,pcDNA5,null,not applicable,null,https://repo.metadatacenter.org/template-instances/5cb9436d-2fb0-4d15-9800-de80f635fa16,true
not applicable,null,https://www.addgene.org/140975/,cDNA,null,null,null,pcDNA5/FRT/TO-GAlphai3-RLuc8,null,CMV,null,not applicable,No,null,addgene,GPR142,https://www.nature.com/articles/s41589-020-0535-8,addgene140975,pcDNA5,null,not applicable,null,https://repo.metadatacenter.org/template-instances/e9124b4c-fada-46fd-a859-d8957397a001,true
not applicable,null,https://www.addgene.org/140975/,cDNA,null,null,null,pcDNA5/FRT/TO-GAlphai3-RLuc8,null,CMV,null,not applicable,No,null,addgene,GPR146,https://www.nature.com/articles/s41589-020-0535-8,addgene140975,pcDNA5,null,not applicable,null,https://repo.metadatacenter.org/template-instances/72e1546e-bc9e-45d9-b5b4-56977a5988a8,true
not applicable,null,https://www.addgene.org/140975/,cDNA,null,null,null,pcDNA5/FRT/TO-GAlphai3-RLuc8,null,CMV,null,not applicable,No,null,addgene,GPR149,https://www.nature.com/articles/s41589-020-0535-8,addgene140975,pcDNA5,null,not applicable,null,https://repo.metadatacenter.org/template-instances/997ef913-e012-4811-b899-20f73da3cd9c,true
not applicable,null,https://www.addgene.org/140975/,cDNA,null,null,null,pcDNA5/FRT/TO-GAlphai3-RLuc8,null,CMV,null,not applicable,No,null,addgene,GPR150,https://www.nature.com/articles/s41589-020-0535-8,addgene140975,pcDNA5,null,not applicable,null,https://repo.metadatacenter.org/template-instances/8c38000d-59f8-4aca-b042-5664ca2eed94,true
not applicable,null,https://www.addgene.org/140975/,cDNA,null,null,null,pcDNA5/FRT/TO-GAlphai3-RLuc8,null,CMV,null,not applicable,No,null,addgene,GPR151,https://www.nature.com/articles/s41589-020-0535-8,addgene140975,pcDNA5,null,not applicable,null,https://repo.metadatacenter.org/template-instances/47e9967a-5da4-408f-9369-2855aac41084,true
not applicable,null,https://www.addgene.org/140975/,cDNA,null,null,null,pcDNA5/FRT/TO-GAlphai3-RLuc8,null,CMV,null,not applicable,No,null,addgene,GPR152,https://www.nature.com/articles/s41589-020-0535-8,addgene140975,pcDNA5,null,not applicable,null,https://repo.metadatacenter.org/template-instances/684dcb38-f87f-45db-8011-35ad646ccd76,true
not applicable,null,https://www.addgene.org/140975/,cDNA,null,null,null,pcDNA5/FRT/TO-GAlphai3-RLuc8,null,CMV,null,not applicable,No,null,addgene,GPR153,https://www.nature.com/articles/s41589-020-0535-8,addgene140975,pcDNA5,null,not applicable,null,https://repo.metadatacenter.org/template-instances/d431f068-c709-4078-92df-9d28c6a5ae8b,true
not applicable,null,https://www.addgene.org/140975/,cDNA,null,null,null,pcDNA5/FRT/TO-GAlphai3-RLuc8,null,CMV,null,not applicable,No,null,addgene,GPR156,https://www.nature.com/articles/s41589-020-0535-8,addgene140975,pcDNA5,null,not applicable,null,https://repo.metadatacenter.org/template-instances/646cf117-79be-42d1-8c45-5a1eef3aee2d,true
not applicable,null,https://www.addgene.org/140975/,cDNA,null,null,null,pcDNA5/FRT/TO-GAlphai3-RLuc8,null,CMV,null,not applicable,No,null,addgene,GPR157,https://www.nature.com/articles/s41589-020-0535-8,addgene140975,pcDNA5,null,not applicable,null,https://repo.metadatacenter.org/template-instances/07f34cbf-0f5d-4b19-a2c3-c36f030b3e56,true
not applicable,null,https://www.addgene.org/140975/,cDNA,null,null,null,pcDNA5/FRT/TO-GAlphai3-RLuc8,null,CMV,null,not applicable,No,null,addgene,GPR160,https://www.nature.com/articles/s41589-020-0535-8,addgene140975,pcDNA5,null,not applicable,null,https://repo.metadatacenter.org/template-instances/2a34824c-6f0b-40e7-b886-3a79714d1564,true
not applicable,null,https://www.addgene.org/140975/,cDNA,null,null,null,pcDNA5/FRT/TO-GAlphai3-RLuc8,null,CMV,null,not applicable,No,null,addgene,GPR162,https://www.nature.com/articles/s41589-020-0535-8,addgene140975,pcDNA5,null,not applicable,null,https://repo.metadatacenter.org/template-instances/083d5ee5-0a35-4769-b73c-f718d4be37ab,true
not applicable,null,https://www.addgene.org/140975/,cDNA,null,null,null,pcDNA5/FRT/TO-GAlphai3-RLuc8,null,CMV,null,not applicable,No,null,addgene,GPR171,https://www.nature.com/articles/s41589-020-0535-8,addgene140975,pcDNA5,null,not applicable,null,https://repo.metadatacenter.org/template-instances/6af916d4-dffe-46ba-9df8-7ab5f990a089,true
not applicable,null,https://www.addgene.org/140975/,cDNA,null,null,null,pcDNA5/FRT/TO-GAlphai3-RLuc8,null,CMV,null,not applicable,No,null,addgene,GPR173,https://www.nature.com/articles/s41589-020-0535-8,addgene140975,pcDNA5,null,not applicable,null,https://repo.metadatacenter.org/template-instances/e6216f90-9a8f-4564-bf3d-6ccee079a1b5,true
not applicable,null,https://www.addgene.org/140975/,cDNA,null,null,null,pcDNA5/FRT/TO-GAlphai3-RLuc8,null,CMV,null,not applicable,No,null,addgene,GPR174,https://www.nature.com/articles/s41589-020-0535-8,addgene140975,pcDNA5,null,not applicable,null,https://repo.metadatacenter.org/template-instances/550dfad0-372c-4314-8439-04e421d29b87,true
not applicable,null,https://www.addgene.org/140975/,cDNA,null,null,null,pcDNA5/FRT/TO-GAlphai3-RLuc8,null,CMV,null,not applicable,No,null,addgene,GPR18,https://www.nature.com/articles/s41589-020-0535-8,addgene140975,pcDNA5,null,not applicable,null,https://repo.metadatacenter.org/template-instances/54661b3c-3c42-4d34-b730-92248d906736,true
not applicable,null,https://www.addgene.org/140975/,cDNA,null,null,null,pcDNA5/FRT/TO-GAlphai3-RLuc8,null,CMV,null,not applicable,No,null,addgene,GPR19,https://www.nature.com/articles/s41589-020-0535-8,addgene140975,pcDNA5,null,not applicable,null,https://repo.metadatacenter.org/template-instances/74ae9128-f5b8-4ad1-b41d-6adb6fdec87b,true
not applicable,null,https://www.addgene.org/140975/,cDNA,null,null,null,pcDNA5/FRT/TO-GAlphai3-RLuc8,null,CMV,null,not applicable,No,null,addgene,GPR20,https://www.nature.com/articles/s41589-020-0535-8,addgene140975,pcDNA5,null,not applicable,null,https://repo.metadatacenter.org/template-instances/3f66a684-fe3f-44b5-a507-4adcd82495c1,true
not applicable,null,https://www.addgene.org/140975/,cDNA,null,null,null,pcDNA5/FRT/TO-GAlphai3-RLuc8,null,CMV,null,not applicable,No,null,addgene,GPR21,https://www.nature.com/articles/s41589-020-0535-8,addgene140975,pcDNA5,null,not applicable,null,https://repo.metadatacenter.org/template-instances/65aeed86-18e2-41a8-9910-1b4f66cb2461,true
not applicable,null,https://www.addgene.org/140975/,cDNA,null,null,null,pcDNA5/FRT/TO-GAlphai3-RLuc8,null,CMV,null,not applicable,No,null,addgene,GPR22,https://www.nature.com/articles/s41589-020-0535-8,addgene140975,pcDNA5,null,not applicable,null,https://repo.metadatacenter.org/template-instances/95749945-eb77-4be5-964a-14cb094bf7e0,true
not applicable,null,https://www.addgene.org/140975/,cDNA,null,null,null,pcDNA5/FRT/TO-GAlphai3-RLuc8,null,CMV,null,not applicable,No,null,addgene,GPR25,https://www.nature.com/articles/s41589-020-0535-8,addgene140975,pcDNA5,null,not applicable,null,https://repo.metadatacenter.org/template-instances/a5acf9e5-ba26-4378-89b2-429a22a26742,true
not applicable,null,https://www.addgene.org/140975/,cDNA,null,null,null,pcDNA5/FRT/TO-GAlphai3-RLuc8,null,CMV,null,not applicable,No,null,addgene,GPR26,https://www.nature.com/articles/s41589-020-0535-8,addgene140975,pcDNA5,null,not applicable,null,https://repo.metadatacenter.org/template-instances/7aa30d1e-77a5-4cfc-909e-17bbfb5f1321,true
not applicable,null,https://www.addgene.org/140975/,cDNA,null,null,null,pcDNA5/FRT/TO-GAlphai3-RLuc8,null,CMV,null,not applicable,No,null,addgene,GPR27,https://www.nature.com/articles/s41589-020-0535-8,addgene140975,pcDNA5,null,not applicable,null,https://repo.metadatacenter.org/template-instances/b9685cd2-4bc6-4a4e-9238-3a66bef93c8f,true
not applicable,null,https://www.addgene.org/140975/,cDNA,null,null,null,pcDNA5/FRT/TO-GAlphai3-RLuc8,null,CMV,null,not applicable,No,null,addgene,GPR3,https://www.nature.com/articles/s41589-020-0535-8,addgene140975,pcDNA5,null,not applicable,null,https://repo.metadatacenter.org/template-instances/38919209-aa0a-4593-a35b-dd22c19f909b,true
not applicable,null,https://www.addgene.org/140975/,cDNA,null,null,null,pcDNA5/FRT/TO-GAlphai3-RLuc8,null,CMV,null,not applicable,No,null,addgene,GPR31,https://www.nature.com/articles/s41589-020-0535-8,addgene140975,pcDNA5,null,not applicable,null,https://repo.metadatacenter.org/template-instances/664878cb-715e-4b5a-be75-98449e856a9a,true
not applicable,null,https://www.addgene.org/140975/,cDNA,null,null,null,pcDNA5/FRT/TO-GAlphai3-RLuc8,null,CMV,null,not applicable,No,null,addgene,GPR32,https://www.nature.com/articles/s41589-020-0535-8,addgene140975,pcDNA5,null,not applicable,null,https://repo.metadatacenter.org/template-instances/c952fa1d-c92d-4833-8fda-e945460dd7bc,true
not applicable,null,https://www.addgene.org/140975/,cDNA,null,null,null,pcDNA5/FRT/TO-GAlphai3-RLuc8,null,CMV,null,not applicable,No,null,addgene,GPR34,https://www.nature.com/articles/s41589-020-0535-8,addgene140975,pcDNA5,null,not applicable,null,https://repo.metadatacenter.org/template-instances/2b3553ca-84e8-4606-91e7-060d6541f73f,true
not applicable,null,https://www.addgene.org/140975/,cDNA,null,null,null,pcDNA5/FRT/TO-GAlphai3-RLuc8,null,CMV,null,not applicable,No,null,addgene,GPR37L1,https://www.nature.com/articles/s41589-020-0535-8,addgene140975,pcDNA5,null,not applicable,null,https://repo.metadatacenter.org/template-instances/095ab912-b04c-4a87-ac82-c945c2481b63,true
not applicable,null,https://www.addgene.org/140975/,cDNA,null,null,null,pcDNA5/FRT/TO-GAlphai3-RLuc8,null,CMV,null,not applicable,No,null,addgene,GPR4,https://www.nature.com/articles/s41589-020-0535-8,addgene140975,pcDNA5,null,not applicable,null,https://repo.metadatacenter.org/template-instances/b5f31f2e-58bc-445f-9b3e-b2e462c0d4c5,true
not applicable,null,https://www.addgene.org/140975/,cDNA,null,null,null,pcDNA5/FRT/TO-GAlphai3-RLuc8,null,CMV,null,not applicable,No,null,addgene,GPR45,https://www.nature.com/articles/s41589-020-0535-8,addgene140975,pcDNA5,null,not applicable,null,https://repo.metadatacenter.org/template-instances/e88acc81-1b02-439c-b0fc-5d29356ef899,true
not applicable,null,https://www.addgene.org/140975/,cDNA,null,null,null,pcDNA5/FRT/TO-GAlphai3-RLuc8,null,CMV,null,not applicable,No,null,addgene,GPR52,https://www.nature.com/articles/s41589-020-0535-8,addgene140975,pcDNA5,null,not applicable,null,https://repo.metadatacenter.org/template-instances/5eacd0ca-369b-4ca5-baa3-944e120d7ff7,true
not applicable,null,https://www.addgene.org/140975/,cDNA,null,null,null,pcDNA5/FRT/TO-GAlphai3-RLuc8,null,CMV,null,not applicable,No,null,addgene,GPR6,https://www.nature.com/articles/s41589-020-0535-8,addgene140975,pcDNA5,null,not applicable,null,https://repo.metadatacenter.org/template-instances/7258325e-644b-4f7f-8776-39479aa8ea62,true
not applicable,null,https://www.addgene.org/140975/,cDNA,null,null,null,pcDNA5/FRT/TO-GAlphai3-RLuc8,null,CMV,null,not applicable,No,null,addgene,GPR61,https://www.nature.com/articles/s41589-020-0535-8,addgene140975,pcDNA5,null,not applicable,null,https://repo.metadatacenter.org/template-instances/79d5f4ce-190a-40e0-a9fb-5abce3ccf435,true
not applicable,null,https://www.addgene.org/140975/,cDNA,null,null,null,pcDNA5/FRT/TO-GAlphai3-RLuc8,null,CMV,null,not applicable,No,null,addgene,GPR62,https://www.nature.com/articles/s41589-020-0535-8,addgene140975,pcDNA5,null,not applicable,null,https://repo.metadatacenter.org/template-instances/9dde8f82-956a-415e-8298-527be3257eb2,true
not applicable,null,https://www.addgene.org/140975/,cDNA,null,null,null,pcDNA5/FRT/TO-GAlphai3-RLuc8,null,CMV,null,not applicable,No,null,addgene,GPR63,https://www.nature.com/articles/s41589-020-0535-8,addgene140975,pcDNA5,null,not applicable,null,https://repo.metadatacenter.org/template-instances/33f81ea8-219a-4f73-bdb5-7cd53687c2eb,true
not applicable,null,https://www.addgene.org/140975/,cDNA,null,null,null,pcDNA5/FRT/TO-GAlphai3-RLuc8,null,CMV,null,not applicable,No,null,addgene,GPR65,https://www.nature.com/articles/s41589-020-0535-8,addgene140975,pcDNA5,null,not applicable,null,https://repo.metadatacenter.org/template-instances/57d028e8-063f-4b56-8070-dd52e3e11521,true
not applicable,null,https://www.addgene.org/140975/,cDNA,null,null,null,pcDNA5/FRT/TO-GAlphai3-RLuc8,null,CMV,null,not applicable,No,null,addgene,GPR75,https://www.nature.com/articles/s41589-020-0535-8,addgene140975,pcDNA5,null,not applicable,null,https://repo.metadatacenter.org/template-instances/ff6b1f8e-d1a1-4835-93fd-2f50b08de5f5,true
not applicable,null,https://www.addgene.org/140975/,cDNA,null,null,null,pcDNA5/FRT/TO-GAlphai3-RLuc8,null,CMV,null,not applicable,No,null,addgene,GPR78,https://www.nature.com/articles/s41589-020-0535-8,addgene140975,pcDNA5,null,not applicable,null,https://repo.metadatacenter.org/template-instances/56b1a113-a55a-4c13-bfeb-8ba20463b0f0,true
not applicable,null,https://www.addgene.org/140975/,cDNA,null,null,null,pcDNA5/FRT/TO-GAlphai3-RLuc8,null,CMV,null,not applicable,No,null,addgene,GPR82,https://www.nature.com/articles/s41589-020-0535-8,addgene140975,pcDNA5,null,not applicable,null,https://repo.metadatacenter.org/template-instances/52a1d877-6f74-4000-8df7-ce0343b7165f,true
not applicable,null,https://www.addgene.org/140975/,cDNA,null,null,null,pcDNA5/FRT/TO-GAlphai3-RLuc8,null,CMV,null,not applicable,No,null,addgene,GPR85,https://www.nature.com/articles/s41589-020-0535-8,addgene140975,pcDNA5,null,not applicable,null,https://repo.metadatacenter.org/template-instances/3d3591db-dbeb-4291-a34f-5e2f6303e170,true
not applicable,null,https://www.addgene.org/140975/,cDNA,null,null,null,pcDNA5/FRT/TO-GAlphai3-RLuc8,null,CMV,null,not applicable,No,null,addgene,GPR87,https://www.nature.com/articles/s41589-020-0535-8,addgene140975,pcDNA5,null,not applicable,null,https://repo.metadatacenter.org/template-instances/8dcc7334-8d08-482c-8d84-976f9cf33844,true
not applicable,null,https://www.addgene.org/140975/,cDNA,null,null,null,pcDNA5/FRT/TO-GAlphai3-RLuc8,null,CMV,null,not applicable,No,null,addgene,GPR88,https://www.nature.com/articles/s41589-020-0535-8,addgene140975,pcDNA5,null,not applicable,null,https://repo.metadatacenter.org/template-instances/8094fd2d-85a7-4ed4-9a6d-6109deebde0d,true
not applicable,null,https://www.addgene.org/140975/,cDNA,null,null,null,pcDNA5/FRT/TO-GAlphai3-RLuc8,null,CMV,null,not applicable,No,null,addgene,GPRC5A,https://www.nature.com/articles/s41589-020-0535-8,addgene140975,pcDNA5,null,not applicable,null,https://repo.metadatacenter.org/template-instances/8be6d953-c4ac-465b-b52e-9e78af662a1c,true
not applicable,null,https://www.addgene.org/140975/,cDNA,null,null,null,pcDNA5/FRT/TO-GAlphai3-RLuc8,null,CMV,null,not applicable,No,null,addgene,GPRC5B,https://www.nature.com/articles/s41589-020-0535-8,addgene140975,pcDNA5,null,not applicable,null,https://repo.metadatacenter.org/template-instances/9429e50b-36d9-48aa-a5cb-ad8dc4f714cf,true
not applicable,null,https://www.addgene.org/140975/,cDNA,null,null,null,pcDNA5/FRT/TO-GAlphai3-RLuc8,null,CMV,null,not applicable,No,null,addgene,GPRC5C,https://www.nature.com/articles/s41589-020-0535-8,addgene140975,pcDNA5,null,not applicable,null,https://repo.metadatacenter.org/template-instances/f184ac66-d92f-4a98-86aa-9dc5c0b88e7f,true
not applicable,null,https://www.addgene.org/140975/,cDNA,null,null,null,pcDNA5/FRT/TO-GAlphai3-RLuc8,null,CMV,null,not applicable,No,null,addgene,GPRC5D,https://www.nature.com/articles/s41589-020-0535-8,addgene140975,pcDNA5,null,not applicable,null,https://repo.metadatacenter.org/template-instances/271f767a-63dd-4cfe-a402-cfc4cf7e23e6,true
not applicable,null,https://www.addgene.org/140975/,cDNA,null,null,null,pcDNA5/FRT/TO-GAlphai3-RLuc8,null,CMV,null,not applicable,No,null,addgene,HCAR1,https://www.nature.com/articles/s41589-020-0535-8,addgene140975,pcDNA5,null,not applicable,null,https://repo.metadatacenter.org/template-instances/6d99f598-dff3-47ff-817f-c6e3f4ec5011,true
not applicable,null,https://www.addgene.org/140975/,cDNA,null,null,null,pcDNA5/FRT/TO-GAlphai3-RLuc8,null,CMV,null,not applicable,No,null,addgene,HCAR3,https://www.nature.com/articles/s41589-020-0535-8,addgene140975,pcDNA5,null,not applicable,null,https://repo.metadatacenter.org/template-instances/3a22ee5f-6fad-4b1a-88ba-a368d699ee83,true
not applicable,null,https://www.addgene.org/140975/,cDNA,null,null,null,pcDNA5/FRT/TO-GAlphai3-RLuc8,null,CMV,null,not applicable,No,null,addgene,LPAR6,https://www.nature.com/articles/s41589-020-0535-8,addgene140975,pcDNA5,null,not applicable,null,https://repo.metadatacenter.org/template-instances/ee4908de-fcff-4f2d-9eb7-35424fa05c72,true
not applicable,null,https://www.addgene.org/140975/,cDNA,null,null,null,pcDNA5/FRT/TO-GAlphai3-RLuc8,null,CMV,null,not applicable,No,null,addgene,MRGPRE,https://www.nature.com/articles/s41589-020-0535-8,addgene140975,pcDNA5,null,not applicable,null,https://repo.metadatacenter.org/template-instances/f4079f57-e917-46c2-9f0d-fa0fb423411f,true
not applicable,null,https://www.addgene.org/140975/,cDNA,null,null,null,pcDNA5/FRT/TO-GAlphai3-RLuc8,null,CMV,null,not applicable,No,null,addgene,MRGPRF,https://www.nature.com/articles/s41589-020-0535-8,addgene140975,pcDNA5,null,not applicable,null,https://repo.metadatacenter.org/template-instances/f50324df-57e5-46e8-994c-a83435e05e19,true
not applicable,null,https://www.addgene.org/140975/,cDNA,null,null,null,pcDNA5/FRT/TO-GAlphai3-RLuc8,null,CMV,null,not applicable,No,null,addgene,MRGPRG,https://www.nature.com/articles/s41589-020-0535-8,addgene140975,pcDNA5,null,not applicable,null,https://repo.metadatacenter.org/template-instances/2fe1699b-859a-4612-91c2-bea9b21ec38b,true
not applicable,null,https://www.addgene.org/140975/,cDNA,null,null,null,pcDNA5/FRT/TO-GAlphai3-RLuc8,null,CMV,null,not applicable,No,null,addgene,MRGPRX1,https://www.nature.com/articles/s41589-020-0535-8,addgene140975,pcDNA5,null,not applicable,null,https://repo.metadatacenter.org/template-instances/b49bde15-463c-48d6-a3de-5adacbea5b49,true
not applicable,null,https://www.addgene.org/140975/,cDNA,null,null,null,pcDNA5/FRT/TO-GAlphai3-RLuc8,null,CMV,null,not applicable,No,null,addgene,MRGPRX2,https://www.nature.com/articles/s41589-020-0535-8,addgene140975,pcDNA5,null,not applicable,null,https://repo.metadatacenter.org/template-instances/31606603-2cc0-4896-91ac-3ff45ab63b77,true
not applicable,null,https://www.addgene.org/140975/,cDNA,null,null,null,pcDNA5/FRT/TO-GAlphai3-RLuc8,null,CMV,null,not applicable,No,null,addgene,MRGPRX3,https://www.nature.com/articles/s41589-020-0535-8,addgene140975,pcDNA5,null,not applicable,null,https://repo.metadatacenter.org/template-instances/7a2d219c-579a-4d26-82a2-f058b6a7f364,true
not applicable,null,https://www.addgene.org/140975/,cDNA,null,null,null,pcDNA5/FRT/TO-GAlphai3-RLuc8,null,CMV,null,not applicable,No,null,addgene,MRGPRX4,https://www.nature.com/articles/s41589-020-0535-8,addgene140975,pcDNA5,null,not applicable,null,https://repo.metadatacenter.org/template-instances/f6f260e6-a513-4384-84c8-7a3df01358da,true
not applicable,null,https://www.addgene.org/140975/,cDNA,null,null,null,pcDNA5/FRT/TO-GAlphai3-RLuc8,null,CMV,null,not applicable,No,null,addgene,NPBWR1,https://www.nature.com/articles/s41589-020-0535-8,addgene140975,pcDNA5,null,not applicable,null,https://repo.metadatacenter.org/template-instances/e08f5ecb-e051-4d86-82fd-c265642a0eb7,true
not applicable,null,https://www.addgene.org/140975/,cDNA,null,null,null,pcDNA5/FRT/TO-GAlphai3-RLuc8,null,CMV,null,not applicable,No,null,addgene,NPBWR2,https://www.nature.com/articles/s41589-020-0535-8,addgene140975,pcDNA5,null,not applicable,null,https://repo.metadatacenter.org/template-instances/3865a128-3493-41ce-8108-5a89063559e3,true
not applicable,null,https://www.addgene.org/140975/,cDNA,null,null,null,pcDNA5/FRT/TO-GAlphai3-RLuc8,null,CMV,null,not applicable,No,null,addgene,OXER1,https://www.nature.com/articles/s41589-020-0535-8,addgene140975,pcDNA5,null,not applicable,null,https://repo.metadatacenter.org/template-instances/37825162-6664-4db2-9dce-63d4b021b4fd,true
not applicable,null,https://www.addgene.org/140975/,cDNA,null,null,null,pcDNA5/FRT/TO-GAlphai3-RLuc8,null,CMV,null,not applicable,No,null,addgene,OXGR1,https://www.nature.com/articles/s41589-020-0535-8,addgene140975,pcDNA5,null,not applicable,null,https://repo.metadatacenter.org/template-instances/8933445b-2590-4195-af03-a73dcfb37b5f,true
not applicable,null,https://www.addgene.org/140975/,cDNA,null,null,null,pcDNA5/FRT/TO-GAlphai3-RLuc8,null,CMV,null,not applicable,No,null,addgene,P2RY10,https://www.nature.com/articles/s41589-020-0535-8,addgene140975,pcDNA5,null,not applicable,null,https://repo.metadatacenter.org/template-instances/5b4d691b-2486-4e22-9bdb-7bab3a34abd7,true
not applicable,null,https://www.addgene.org/140975/,cDNA,null,null,null,pcDNA5/FRT/TO-GAlphai3-RLuc8,null,CMV,null,not applicable,No,null,addgene,PROKR1,https://www.nature.com/articles/s41589-020-0535-8,addgene140975,pcDNA5,null,not applicable,null,https://repo.metadatacenter.org/template-instances/0df230e0-3026-45dc-b23f-9ae9f0f7c460,true
not applicable,null,https://www.addgene.org/140975/,cDNA,null,null,null,pcDNA5/FRT/TO-GAlphai3-RLuc8,null,CMV,null,not applicable,No,null,addgene,QRFPR,https://www.nature.com/articles/s41589-020-0535-8,addgene140975,pcDNA5,null,not applicable,null,https://repo.metadatacenter.org/template-instances/39d36557-f5e8-4114-81c5-e5f040702ced,true
not applicable,null,https://www.addgene.org/140975/,cDNA,null,null,null,pcDNA5/FRT/TO-GAlphai3-RLuc8,null,CMV,null,not applicable,No,null,addgene,RXFP4,https://www.nature.com/articles/s41589-020-0535-8,addgene140975,pcDNA5,null,not applicable,null,https://repo.metadatacenter.org/template-instances/92f1fd19-6042-406f-8861-cbcae54ec78d,true
not applicable,null,https://www.addgene.org/140975/,cDNA,null,null,null,pcDNA5/FRT/TO-GAlphai3-RLuc8,null,CMV,null,not applicable,No,null,addgene,TAAR2,https://www.nature.com/articles/s41589-020-0535-8,addgene140975,pcDNA5,null,not applicable,null,https://repo.metadatacenter.org/template-instances/e3c638d2-bee6-4ae3-aed3-6574ea8d485b,true
not applicable,null,https://www.addgene.org/140975/,cDNA,null,null,null,pcDNA5/FRT/TO-GAlphai3-RLuc8,null,CMV,null,not applicable,No,null,addgene,TAAR3P,https://www.nature.com/articles/s41589-020-0535-8,addgene140975,pcDNA5,null,not applicable,null,https://repo.metadatacenter.org/template-instances/93993fa6-8f53-4d81-9a9d-1d2dc97d09b5,true
not applicable,null,https://www.addgene.org/140975/,cDNA,null,null,null,pcDNA5/FRT/TO-GAlphai3-RLuc8,null,CMV,null,not applicable,No,null,addgene,TAAR8,https://www.nature.com/articles/s41589-020-0535-8,addgene140975,pcDNA5,null,not applicable,null,https://repo.metadatacenter.org/template-instances/af9cba67-d30e-49ce-b496-9352a40c5e30,true
not applicable,null,https://www.addgene.org/140975/,cDNA,null,null,null,pcDNA5/FRT/TO-GAlphai3-RLuc8,null,CMV,null,not applicable,No,null,addgene,TAAR9,https://www.nature.com/articles/s41589-020-0535-8,addgene140975,pcDNA5,null,not applicable,null,https://repo.metadatacenter.org/template-instances/1bf6c7f6-ec46-47b4-85f7-4a4976ff912c,true
not applicable,null,https://www.addgene.org/140975/,cDNA,null,null,null,pcDNA5/FRT/TO-GAlphai3-RLuc8,null,CMV,null,not applicable,No,null,addgene,TAS2R1,https://www.nature.com/articles/s41589-020-0535-8,addgene140975,pcDNA5,null,not applicable,null,https://repo.metadatacenter.org/template-instances/55def69c-a27e-4d54-88f7-64d8870cf169,true
not applicable,null,https://www.addgene.org/140975/,cDNA,null,null,null,pcDNA5/FRT/TO-GAlphai3-RLuc8,null,CMV,null,not applicable,No,null,addgene,TAS2R10,https://www.nature.com/articles/s41589-020-0535-8,addgene140975,pcDNA5,null,not applicable,null,https://repo.metadatacenter.org/template-instances/29707522-5718-4a82-a3e4-c73b6b0c7a62,true
not applicable,null,https://www.addgene.org/140975/,cDNA,null,null,null,pcDNA5/FRT/TO-GAlphai3-RLuc8,null,CMV,null,not applicable,No,null,addgene,TAS2R13,https://www.nature.com/articles/s41589-020-0535-8,addgene140975,pcDNA5,null,not applicable,null,https://repo.metadatacenter.org/template-instances/14d4b0b7-2a87-4a70-87b4-1666399c3b71,true
not applicable,null,https://www.addgene.org/140975/,cDNA,null,null,null,pcDNA5/FRT/TO-GAlphai3-RLuc8,null,CMV,null,not applicable,No,null,addgene,TAS2R14,https://www.nature.com/articles/s41589-020-0535-8,addgene140975,pcDNA5,null,not applicable,null,https://repo.metadatacenter.org/template-instances/d7f364d3-c118-45cc-9cf3-fdfff645d6ba,true
