sgRNA_sequence,Ga_chimeric,Repository_page_link,Vector_type,tTA_TEV,Status_Milestone_cDNA,oGPCR_Uni,Name,Status_Milestone_CRISPR,Promoter,Presto_protease,Vector_page_link,Empty,Chimeric_Uni,Repository,Gene,Data_page_link,Vector_ID,Vector_backbone_id,oGPCR,Tag,RRID,id,pharosReady
not applicable,null,https://www.addgene.org/140980/,cDNA,null,null,null,pcDNA5/FRT/TO-GAlphasS-RLuc8,null,CMV,null,not applicable,No,null,addgene,MRGPRE,https://www.nature.com/articles/s41589-020-0535-8,addgene140980,pcDNA5,null,not applicable,null,https://repo.metadatacenter.org/template-instances/2b814a6b-7abb-4bc0-bb89-6c717417e256,true
not applicable,null,https://www.addgene.org/140980/,cDNA,null,null,null,pcDNA5/FRT/TO-GAlphasS-RLuc8,null,CMV,null,not applicable,No,null,addgene,MRGPRF,https://www.nature.com/articles/s41589-020-0535-8,addgene140980,pcDNA5,null,not applicable,null,https://repo.metadatacenter.org/template-instances/c43141d5-e759-4efd-a6ab-eec487e62fe9,true
not applicable,null,https://www.addgene.org/140980/,cDNA,null,null,null,pcDNA5/FRT/TO-GAlphasS-RLuc8,null,CMV,null,not applicable,No,null,addgene,MRGPRG,https://www.nature.com/articles/s41589-020-0535-8,addgene140980,pcDNA5,null,not applicable,null,https://repo.metadatacenter.org/template-instances/8afbdd2d-fb2a-4b53-80fb-968788740b5c,true
not applicable,null,https://www.addgene.org/140980/,cDNA,null,null,null,pcDNA5/FRT/TO-GAlphasS-RLuc8,null,CMV,null,not applicable,No,null,addgene,MRGPRX1,https://www.nature.com/articles/s41589-020-0535-8,addgene140980,pcDNA5,null,not applicable,null,https://repo.metadatacenter.org/template-instances/446bf04a-9453-4d51-8990-b01016b483a5,true
not applicable,null,https://www.addgene.org/140980/,cDNA,null,null,null,pcDNA5/FRT/TO-GAlphasS-RLuc8,null,CMV,null,not applicable,No,null,addgene,MRGPRX2,https://www.nature.com/articles/s41589-020-0535-8,addgene140980,pcDNA5,null,not applicable,null,https://repo.metadatacenter.org/template-instances/af39fa18-4f72-4feb-85eb-a2bfb41e4284,true
not applicable,null,https://www.addgene.org/140980/,cDNA,null,null,null,pcDNA5/FRT/TO-GAlphasS-RLuc8,null,CMV,null,not applicable,No,null,addgene,MRGPRX3,https://www.nature.com/articles/s41589-020-0535-8,addgene140980,pcDNA5,null,not applicable,null,https://repo.metadatacenter.org/template-instances/26028472-0f5a-447e-8c9f-9936754c5972,true
not applicable,null,https://www.addgene.org/140980/,cDNA,null,null,null,pcDNA5/FRT/TO-GAlphasS-RLuc8,null,CMV,null,not applicable,No,null,addgene,MRGPRX4,https://www.nature.com/articles/s41589-020-0535-8,addgene140980,pcDNA5,null,not applicable,null,https://repo.metadatacenter.org/template-instances/dcd745e3-f2bf-4daf-a0be-968ef25e2976,true
not applicable,null,https://www.addgene.org/140980/,cDNA,null,null,null,pcDNA5/FRT/TO-GAlphasS-RLuc8,null,CMV,null,not applicable,No,null,addgene,NPBWR1,https://www.nature.com/articles/s41589-020-0535-8,addgene140980,pcDNA5,null,not applicable,null,https://repo.metadatacenter.org/template-instances/994b78d2-b5f0-4d46-8113-20dcba03232d,true
not applicable,null,https://www.addgene.org/140980/,cDNA,null,null,null,pcDNA5/FRT/TO-GAlphasS-RLuc8,null,CMV,null,not applicable,No,null,addgene,NPBWR2,https://www.nature.com/articles/s41589-020-0535-8,addgene140980,pcDNA5,null,not applicable,null,https://repo.metadatacenter.org/template-instances/09590963-874a-4b30-8add-44c0559ea523,true
not applicable,null,https://www.addgene.org/140980/,cDNA,null,null,null,pcDNA5/FRT/TO-GAlphasS-RLuc8,null,CMV,null,not applicable,No,null,addgene,OXER1,https://www.nature.com/articles/s41589-020-0535-8,addgene140980,pcDNA5,null,not applicable,null,https://repo.metadatacenter.org/template-instances/f6a105a9-e3e8-4a9d-b1e2-98f07be1e549,true
not applicable,null,https://www.addgene.org/140980/,cDNA,null,null,null,pcDNA5/FRT/TO-GAlphasS-RLuc8,null,CMV,null,not applicable,No,null,addgene,OXGR1,https://www.nature.com/articles/s41589-020-0535-8,addgene140980,pcDNA5,null,not applicable,null,https://repo.metadatacenter.org/template-instances/6924110f-2023-4334-b38b-a752e36a6379,true
not applicable,null,https://www.addgene.org/140980/,cDNA,null,null,null,pcDNA5/FRT/TO-GAlphasS-RLuc8,null,CMV,null,not applicable,No,null,addgene,P2RY10,https://www.nature.com/articles/s41589-020-0535-8,addgene140980,pcDNA5,null,not applicable,null,https://repo.metadatacenter.org/template-instances/f0130ef7-5a06-4d1e-bac2-7367e2b0fd69,true
not applicable,null,https://www.addgene.org/140980/,cDNA,null,null,null,pcDNA5/FRT/TO-GAlphasS-RLuc8,null,CMV,null,not applicable,No,null,addgene,PROKR1,https://www.nature.com/articles/s41589-020-0535-8,addgene140980,pcDNA5,null,not applicable,null,https://repo.metadatacenter.org/template-instances/e2c9d971-83d0-4f18-9ea3-0c6e95dbdbb6,true
not applicable,null,https://www.addgene.org/140980/,cDNA,null,null,null,pcDNA5/FRT/TO-GAlphasS-RLuc8,null,CMV,null,not applicable,No,null,addgene,QRFPR,https://www.nature.com/articles/s41589-020-0535-8,addgene140980,pcDNA5,null,not applicable,null,https://repo.metadatacenter.org/template-instances/0b1f58c8-37d1-4c28-be26-ab1f4f780552,true
not applicable,null,https://www.addgene.org/140980/,cDNA,null,null,null,pcDNA5/FRT/TO-GAlphasS-RLuc8,null,CMV,null,not applicable,No,null,addgene,RXFP4,https://www.nature.com/articles/s41589-020-0535-8,addgene140980,pcDNA5,null,not applicable,null,https://repo.metadatacenter.org/template-instances/eee7ffb3-5295-4245-8e59-c5744343af47,true
not applicable,null,https://www.addgene.org/140980/,cDNA,null,null,null,pcDNA5/FRT/TO-GAlphasS-RLuc8,null,CMV,null,not applicable,No,null,addgene,TAAR2,https://www.nature.com/articles/s41589-020-0535-8,addgene140980,pcDNA5,null,not applicable,null,https://repo.metadatacenter.org/template-instances/d341b375-23ac-495f-859d-24d57818dcfc,true
not applicable,null,https://www.addgene.org/140980/,cDNA,null,null,null,pcDNA5/FRT/TO-GAlphasS-RLuc8,null,CMV,null,not applicable,No,null,addgene,TAAR3P,https://www.nature.com/articles/s41589-020-0535-8,addgene140980,pcDNA5,null,not applicable,null,https://repo.metadatacenter.org/template-instances/b692f00d-ee79-4aeb-9857-e0ff16a7643c,true
not applicable,null,https://www.addgene.org/140980/,cDNA,null,null,null,pcDNA5/FRT/TO-GAlphasS-RLuc8,null,CMV,null,not applicable,No,null,addgene,TAAR8,https://www.nature.com/articles/s41589-020-0535-8,addgene140980,pcDNA5,null,not applicable,null,https://repo.metadatacenter.org/template-instances/b820851a-2f0f-43b4-8aeb-5d7da89d83fa,true
not applicable,null,https://www.addgene.org/140980/,cDNA,null,null,null,pcDNA5/FRT/TO-GAlphasS-RLuc8,null,CMV,null,not applicable,No,null,addgene,TAAR9,https://www.nature.com/articles/s41589-020-0535-8,addgene140980,pcDNA5,null,not applicable,null,https://repo.metadatacenter.org/template-instances/5bb8e19c-d8ca-4f1f-924c-eea79de0c84d,true
not applicable,null,https://www.addgene.org/140980/,cDNA,null,null,null,pcDNA5/FRT/TO-GAlphasS-RLuc8,null,CMV,null,not applicable,No,null,addgene,TAS2R1,https://www.nature.com/articles/s41589-020-0535-8,addgene140980,pcDNA5,null,not applicable,null,https://repo.metadatacenter.org/template-instances/b7c58514-59b5-4771-b0a1-272421927579,true
not applicable,null,https://www.addgene.org/140980/,cDNA,null,null,null,pcDNA5/FRT/TO-GAlphasS-RLuc8,null,CMV,null,not applicable,No,null,addgene,TAS2R10,https://www.nature.com/articles/s41589-020-0535-8,addgene140980,pcDNA5,null,not applicable,null,https://repo.metadatacenter.org/template-instances/ea9b8204-1907-4820-8de7-7eed39b539b0,true
not applicable,null,https://www.addgene.org/140980/,cDNA,null,null,null,pcDNA5/FRT/TO-GAlphasS-RLuc8,null,CMV,null,not applicable,No,null,addgene,TAS2R13,https://www.nature.com/articles/s41589-020-0535-8,addgene140980,pcDNA5,null,not applicable,null,https://repo.metadatacenter.org/template-instances/42569261-643d-4a44-bd3a-c41f4c4f78af,true
not applicable,null,https://www.addgene.org/140980/,cDNA,null,null,null,pcDNA5/FRT/TO-GAlphasS-RLuc8,null,CMV,null,not applicable,No,null,addgene,TAS2R14,https://www.nature.com/articles/s41589-020-0535-8,addgene140980,pcDNA5,null,not applicable,null,https://repo.metadatacenter.org/template-instances/6f1b0f01-01d3-43f2-8c88-5547cdb09818,true
not applicable,null,https://www.addgene.org/140980/,cDNA,null,null,null,pcDNA5/FRT/TO-GAlphasS-RLuc8,null,CMV,null,not applicable,No,null,addgene,TAS2R16,https://www.nature.com/articles/s41589-020-0535-8,addgene140980,pcDNA5,null,not applicable,null,https://repo.metadatacenter.org/template-instances/76444f63-0f3b-4582-904e-cf4b17a8480b,true
not applicable,null,https://www.addgene.org/140980/,cDNA,null,null,null,pcDNA5/FRT/TO-GAlphasS-RLuc8,null,CMV,null,not applicable,No,null,addgene,TAS2R19,https://www.nature.com/articles/s41589-020-0535-8,addgene140980,pcDNA5,null,not applicable,null,https://repo.metadatacenter.org/template-instances/65304e6a-7b0d-4614-a51b-a6023bdb981b,true
not applicable,null,https://www.addgene.org/140980/,cDNA,null,null,null,pcDNA5/FRT/TO-GAlphasS-RLuc8,null,CMV,null,not applicable,No,null,addgene,TAS2R20,https://www.nature.com/articles/s41589-020-0535-8,addgene140980,pcDNA5,null,not applicable,null,https://repo.metadatacenter.org/template-instances/56302609-9245-4f7f-a1d3-ad3ddc76b764,true
not applicable,null,https://www.addgene.org/140980/,cDNA,null,null,null,pcDNA5/FRT/TO-GAlphasS-RLuc8,null,CMV,null,not applicable,No,null,addgene,TAS2R3,https://www.nature.com/articles/s41589-020-0535-8,addgene140980,pcDNA5,null,not applicable,null,https://repo.metadatacenter.org/template-instances/3a51888d-8934-441d-89e9-1fef11baca33,true
not applicable,null,https://www.addgene.org/140980/,cDNA,null,null,null,pcDNA5/FRT/TO-GAlphasS-RLuc8,null,CMV,null,not applicable,No,null,addgene,TAS2R30,https://www.nature.com/articles/s41589-020-0535-8,addgene140980,pcDNA5,null,not applicable,null,https://repo.metadatacenter.org/template-instances/7efd0404-f28a-4278-b267-65c7ad961bdf,true
not applicable,null,https://www.addgene.org/140980/,cDNA,null,null,null,pcDNA5/FRT/TO-GAlphasS-RLuc8,null,CMV,null,not applicable,No,null,addgene,TAS2R31,https://www.nature.com/articles/s41589-020-0535-8,addgene140980,pcDNA5,null,not applicable,null,https://repo.metadatacenter.org/template-instances/63def715-c42d-44a1-92d7-fef2ebb3e882,true
not applicable,null,https://www.addgene.org/140980/,cDNA,null,null,null,pcDNA5/FRT/TO-GAlphasS-RLuc8,null,CMV,null,not applicable,No,null,addgene,TAS2R39,https://www.nature.com/articles/s41589-020-0535-8,addgene140980,pcDNA5,null,not applicable,null,https://repo.metadatacenter.org/template-instances/6f106a01-7211-4803-84d0-30ce793d0e9b,true
not applicable,null,https://www.addgene.org/140980/,cDNA,null,null,null,pcDNA5/FRT/TO-GAlphasS-RLuc8,null,CMV,null,not applicable,No,null,addgene,TAS2R4,https://www.nature.com/articles/s41589-020-0535-8,addgene140980,pcDNA5,null,not applicable,null,https://repo.metadatacenter.org/template-instances/d20d2da6-b2e4-428b-8c02-1a8fd4130b63,true
not applicable,null,https://www.addgene.org/140980/,cDNA,null,null,null,pcDNA5/FRT/TO-GAlphasS-RLuc8,null,CMV,null,not applicable,No,null,addgene,TAS2R40,https://www.nature.com/articles/s41589-020-0535-8,addgene140980,pcDNA5,null,not applicable,null,https://repo.metadatacenter.org/template-instances/4fa9e3ff-7768-4f55-9e65-816595bb8a26,true
not applicable,null,https://www.addgene.org/140980/,cDNA,null,null,null,pcDNA5/FRT/TO-GAlphasS-RLuc8,null,CMV,null,not applicable,No,null,addgene,TAS2R41,https://www.nature.com/articles/s41589-020-0535-8,addgene140980,pcDNA5,null,not applicable,null,https://repo.metadatacenter.org/template-instances/e13ba30e-4d47-4b80-a77f-2d8e7b288c03,true
not applicable,null,https://www.addgene.org/140980/,cDNA,null,null,null,pcDNA5/FRT/TO-GAlphasS-RLuc8,null,CMV,null,not applicable,No,null,addgene,TAS2R42,https://www.nature.com/articles/s41589-020-0535-8,addgene140980,pcDNA5,null,not applicable,null,https://repo.metadatacenter.org/template-instances/cbbf77fc-9765-4047-aebe-a9d70c7da2fa,true
not applicable,null,https://www.addgene.org/140980/,cDNA,null,null,null,pcDNA5/FRT/TO-GAlphasS-RLuc8,null,CMV,null,not applicable,No,null,addgene,TAS2R43,https://www.nature.com/articles/s41589-020-0535-8,addgene140980,pcDNA5,null,not applicable,null,https://repo.metadatacenter.org/template-instances/6bb8f520-a782-4e19-a547-78df74ed4226,true
not applicable,null,https://www.addgene.org/140980/,cDNA,null,null,null,pcDNA5/FRT/TO-GAlphasS-RLuc8,null,CMV,null,not applicable,No,null,addgene,TAS2R46,https://www.nature.com/articles/s41589-020-0535-8,addgene140980,pcDNA5,null,not applicable,null,https://repo.metadatacenter.org/template-instances/59dd71d7-6a18-487f-ae3e-0b3a146367a4,true
not applicable,null,https://www.addgene.org/140980/,cDNA,null,null,null,pcDNA5/FRT/TO-GAlphasS-RLuc8,null,CMV,null,not applicable,No,null,addgene,TAS2R5,https://www.nature.com/articles/s41589-020-0535-8,addgene140980,pcDNA5,null,not applicable,null,https://repo.metadatacenter.org/template-instances/fb1b8e6a-151b-40cd-8bca-17b2ae0057ea,true
not applicable,null,https://www.addgene.org/140980/,cDNA,null,null,null,pcDNA5/FRT/TO-GAlphasS-RLuc8,null,CMV,null,not applicable,No,null,addgene,TAS2R50,https://www.nature.com/articles/s41589-020-0535-8,addgene140980,pcDNA5,null,not applicable,null,https://repo.metadatacenter.org/template-instances/983c738e-1909-485a-99b3-dc0f62ee18aa,true
not applicable,null,https://www.addgene.org/140980/,cDNA,null,null,null,pcDNA5/FRT/TO-GAlphasS-RLuc8,null,CMV,null,not applicable,No,null,addgene,TAS2R60,https://www.nature.com/articles/s41589-020-0535-8,addgene140980,pcDNA5,null,not applicable,null,https://repo.metadatacenter.org/template-instances/d3ec594c-9546-4c5c-b8e8-dec90b2f9bc2,true
not applicable,null,https://www.addgene.org/140980/,cDNA,null,null,null,pcDNA5/FRT/TO-GAlphasS-RLuc8,null,CMV,null,not applicable,No,null,addgene,TAS2R7,https://www.nature.com/articles/s41589-020-0535-8,addgene140980,pcDNA5,null,not applicable,null,https://repo.metadatacenter.org/template-instances/713373d9-4df4-4eb6-a7b0-3221ef3bdf25,true
not applicable,null,https://www.addgene.org/140980/,cDNA,null,null,null,pcDNA5/FRT/TO-GAlphasS-RLuc8,null,CMV,null,not applicable,No,null,addgene,TAS2R8,https://www.nature.com/articles/s41589-020-0535-8,addgene140980,pcDNA5,null,not applicable,null,https://repo.metadatacenter.org/template-instances/07580717-5602-4a51-ab44-4e2efa0d5433,true
not applicable,null,https://www.addgene.org/140980/,cDNA,null,null,null,pcDNA5/FRT/TO-GAlphasS-RLuc8,null,CMV,null,not applicable,No,null,addgene,TAS2R9,https://www.nature.com/articles/s41589-020-0535-8,addgene140980,pcDNA5,null,not applicable,null,https://repo.metadatacenter.org/template-instances/733ca2d0-09bb-4539-a767-628f2a0a744e,true
not applicable,null,https://www.addgene.org/140979/,cDNA,null,null,null,pcDNA5/FRT/TO-GAlphaGustducin-RLuc8,null,CMV,null,not applicable,No,null,addgene,ADGRA1,https://www.nature.com/articles/s41589-020-0535-8,addgene140979,pcDNA5,null,not applicable,null,https://repo.metadatacenter.org/template-instances/866d86ee-e984-41f8-943f-dbf75981731a,true
not applicable,null,https://www.addgene.org/140979/,cDNA,null,null,null,pcDNA5/FRT/TO-GAlphaGustducin-RLuc8,null,CMV,null,not applicable,No,null,addgene,ADGRA3,https://www.nature.com/articles/s41589-020-0535-8,addgene140979,pcDNA5,null,not applicable,null,https://repo.metadatacenter.org/template-instances/cd384a51-d77f-47d4-88c7-209575e175b1,true
not applicable,null,https://www.addgene.org/140979/,cDNA,null,null,null,pcDNA5/FRT/TO-GAlphaGustducin-RLuc8,null,CMV,null,not applicable,No,null,addgene,ADGRB2,https://www.nature.com/articles/s41589-020-0535-8,addgene140979,pcDNA5,null,not applicable,null,https://repo.metadatacenter.org/template-instances/c6bb806a-86df-4d98-93a9-f8bdf76ffb74,true
not applicable,null,https://www.addgene.org/140979/,cDNA,null,null,null,pcDNA5/FRT/TO-GAlphaGustducin-RLuc8,null,CMV,null,not applicable,No,null,addgene,ADGRB3,https://www.nature.com/articles/s41589-020-0535-8,addgene140979,pcDNA5,null,not applicable,null,https://repo.metadatacenter.org/template-instances/791f35de-e6b6-4070-8697-7780ab2f1885,true
not applicable,null,https://www.addgene.org/140979/,cDNA,null,null,null,pcDNA5/FRT/TO-GAlphaGustducin-RLuc8,null,CMV,null,not applicable,No,null,addgene,ADGRD1,https://www.nature.com/articles/s41589-020-0535-8,addgene140979,pcDNA5,null,not applicable,null,https://repo.metadatacenter.org/template-instances/f19d4b34-b26f-4d37-9653-add12d9a742b,true
not applicable,null,https://www.addgene.org/140979/,cDNA,null,null,null,pcDNA5/FRT/TO-GAlphaGustducin-RLuc8,null,CMV,null,not applicable,No,null,addgene,ADGRD2,https://www.nature.com/articles/s41589-020-0535-8,addgene140979,pcDNA5,null,not applicable,null,https://repo.metadatacenter.org/template-instances/b7f13e70-14b6-4e84-a862-a32bbda2f9db,true
not applicable,null,https://www.addgene.org/140979/,cDNA,null,null,null,pcDNA5/FRT/TO-GAlphaGustducin-RLuc8,null,CMV,null,not applicable,No,null,addgene,ADGRE1,https://www.nature.com/articles/s41589-020-0535-8,addgene140979,pcDNA5,null,not applicable,null,https://repo.metadatacenter.org/template-instances/4c7bd8c5-30e6-4da9-b531-46121c6b6695,true
not applicable,null,https://www.addgene.org/140979/,cDNA,null,null,null,pcDNA5/FRT/TO-GAlphaGustducin-RLuc8,null,CMV,null,not applicable,No,null,addgene,ADGRE3,https://www.nature.com/articles/s41589-020-0535-8,addgene140979,pcDNA5,null,not applicable,null,https://repo.metadatacenter.org/template-instances/043894f0-d65a-492f-9e24-dd58d69acd66,true
not applicable,null,https://www.addgene.org/140979/,cDNA,null,null,null,pcDNA5/FRT/TO-GAlphaGustducin-RLuc8,null,CMV,null,not applicable,No,null,addgene,ADGRF1,https://www.nature.com/articles/s41589-020-0535-8,addgene140979,pcDNA5,null,not applicable,null,https://repo.metadatacenter.org/template-instances/1fed0e86-10bd-46b7-a68e-f72a36909514,true
not applicable,null,https://www.addgene.org/140979/,cDNA,null,null,null,pcDNA5/FRT/TO-GAlphaGustducin-RLuc8,null,CMV,null,not applicable,No,null,addgene,ADGRF2,https://www.nature.com/articles/s41589-020-0535-8,addgene140979,pcDNA5,null,not applicable,null,https://repo.metadatacenter.org/template-instances/4c76d420-4d04-4797-894b-4b0a743a6035,true
not applicable,null,https://www.addgene.org/140979/,cDNA,null,null,null,pcDNA5/FRT/TO-GAlphaGustducin-RLuc8,null,CMV,null,not applicable,No,null,addgene,ADGRF3,https://www.nature.com/articles/s41589-020-0535-8,addgene140979,pcDNA5,null,not applicable,null,https://repo.metadatacenter.org/template-instances/15ed236f-20f2-4f7c-9126-0db7d91fa41d,true
not applicable,null,https://www.addgene.org/140979/,cDNA,null,null,null,pcDNA5/FRT/TO-GAlphaGustducin-RLuc8,null,CMV,null,not applicable,No,null,addgene,ADGRF4,https://www.nature.com/articles/s41589-020-0535-8,addgene140979,pcDNA5,null,not applicable,null,https://repo.metadatacenter.org/template-instances/4ad4429a-ed87-46d0-ab19-0c9c5b619ed1,true
not applicable,null,https://www.addgene.org/140979/,cDNA,null,null,null,pcDNA5/FRT/TO-GAlphaGustducin-RLuc8,null,CMV,null,not applicable,No,null,addgene,ADGRF5,https://www.nature.com/articles/s41589-020-0535-8,addgene140979,pcDNA5,null,not applicable,null,https://repo.metadatacenter.org/template-instances/ac186f7d-d8a9-4c5b-8dc2-de8802dd657d,true
